17;2;1;3;0;11;16;12;7;6;18;10;13;14;15;5;8;9;4,[17, 0];[2, 46.70066941151359];[1, 53.13201237053293];[3, 304.3120843993445];[0, 310.1884349395606];[11, 315.5415067563638];[16, 4495.713389362165];[12, 11701.573053889893];[7, 18906.965006536167];[6, 26112.116856603883];[18, 33318.84558976331];[10, 40524.18364805479];[13, 47729.85944483487];[14, 54935.42213591027];[15, 62141.21126332585];[5, 69347.06975356252];[8, 76552.32441386787];[9, 83759.70711756602];[4, 91004.79231425138],91004.79231425138
2;1;14;13;12;11;4;0;15;10;6;7;9;18;8;5;3;16;17,[2, 0];[1, 6.43134295901934];[14, 245.38585683089852];[13, 251.94854790630106];[12, 259.6321759023402];[11, 265.32399004564024];[4, 311.462107791922];[0, 355.7575874902056];[15, 609.5210966674521];[10, 615.6547085300717];[6, 622.0480932242899];[7, 629.1999432920051];[9, 636.4699938815829];[18, 7841.867785995047];[8, 15048.870969849417];[5, 22254.125630154766];[3, 29460.205395188223];[16, 36666.27705491963];[17, 43911.302792831964],43911.302792831964
4;1;3;0;11;2;18;16;10;15;14;6;9;8;5;7;12;13;17,[4, 0];[1, 43.65176549845404];[3, 304.8318375272656];[0, 310.7081880674817];[11, 316.0612598842849];[2, 323.91766189660564];[18, 534.1340815409912];[16, 540.7561519676366];[10, 547.112747702236];[15, 553.2463595648557];[14, 560.03548698044];[6, 565.8951515081696];[9, 573.0201370912955];[8, 581.4028407894431];[5, 586.6575010947923];[7, 606.3621124076773];[12, 7811.754065053951];[13, 15018.43769304999];[17, 22264.022256789347],22264.022256789347
2;1;12;13;17;0;11;6;15;16;5;18;9;10;14;3;8;7;4,[2, 0];[1, 6.43134295901934];[12, 245.6370936941444];[13, 253.32072169018352];[17, 298.9052854295419];[0, 343.9261082689338];[11, 349.279180085737];[6, 448.9784533572477];[15, 454.2852224410216];[16, 460.19829792096425];[5, 465.55136973776746];[18, 472.4355500742561];[9, 491.83334218772023];[10, 517.5691689786313];[14, 540.4578487156456];[3, 551.2906913120898];[8, 561.3275615585095];[7, 609.848769081825];[4, 7853.261458439345],7853.261458439345
17;1;15;11;13;12;4;0;2;6;16;5;18;9;10;14;8;3;7,[17, 0];[1, 44.37077970559351];[15, 209.80445057877932];[11, 215.653318263277];[13, 245.76010631337218];[12, 252.4437343094113];[4, 303.89572203071015];[0, 348.19120172899375];[2, 354.69453657224];[6, 417.6063554591529];[16, 423.4200295625301];[5, 428.7731013793333];[18, 435.65728171582197];[9, 544.0550738292861];[10, 549.7909006201971];[14, 556.6795803572114];[8, 565.5926558371541];[3, 571.6295260835738];[7, 605.3027589715838],605.3027589715838
1;2;18;11;17;4;12;0;13;5;15;16;6;9;14;10;3;8;7,[1, 0];[2, 7.43134295901934];[18, 214.6477626034049];[11, 221.37862025648712];[17, 266.24449970733303];[4, 274.0314325580688];[12, 322.48342027936764];[0, 328.4177918866805];[13, 464.1869428340823];[5, 470.47196141527075];[15, 476.33045165194693];[16, 482.2435271318896];[6, 488.0572012352668];[9, 500.1821868183926];[14, 560.6893035216315];[10, 566.5779832586458];[3, 572.5245373396936];[8, 579.5614075861132];[7, 605.0826151094287],605.0826151094287
17;2;1;10;12;13;4;11;0;5;18;16;6;15;9;3;14;8;7,[17, 0];[2, 46.70066941151359];[1, 53.13201237053293];[10, 245.02860311962476];[12, 251.842321712399];[13, 259.52594970843813];[4, 308.3892136188972];[11, 352.52733136517895];[0, 357.88040318198216];[5, 406.4016107052977];[18, 413.28579104178635];[16, 420.90786146843163];[6, 426.72153557180883];[15, 434.0283046555827];[9, 551.8977418107324];[3, 560.5740351973509];[14, 566.4068777937952];[8, 574.3199532737378];[7, 604.8411607970534],604.8411607970534
17;1;15;11;13;12;4;0;2;6;5;16;18;9;14;10;3;8;7,[17, 0];[1, 44.37077970559351];[15, 209.80445057877932];[11, 215.653318263277];[13, 245.76010631337218];[12, 252.4437343094113];[4, 303.89572203071015];[0, 348.19120172899375];[2, 354.69453657224];[6, 417.6063554591529];[5, 424.25561439230967];[16, 429.6086862091129];[18, 436.23075663575815];[9, 541.6285487492223];[14, 550.1356654524612];[10, 556.0243451894755];[3, 562.9708992705233];[8, 571.007769516943];[7, 604.5289770402585],604.5289770402585
1;2;18;11;17;4;12;0;13;6;16;15;5;9;14;10;3;8;7,[1, 0];[2, 7.43134295901934];[18, 214.6477626034049];[11, 221.37862025648712];[17, 266.24449970733303];[4, 274.0314325580688];[12, 322.48342027936764];[0, 328.4177918866805];[13, 464.1869428340823];[6, 470.5774803439244];[16, 476.3911544473016];[15, 482.30422992724425];[5, 488.1627201639204];[9, 500.4119472330451];[14, 559.919063936284];[10, 565.8077436732983];[3, 571.7542977543461];[8, 578.7911680007658];[7, 604.3123755240813],604.3123755240813
4;2;1;15;11;17;12;0;13;16;18;9;10;14;3;8;5;6;7,[4, 0];[2, 45.9859408862011];[1, 52.41728384522044];[15, 225.85095471840623];[11, 231.6998224029039];[17, 276.5657018537498];[12, 326.746145957192];[0, 332.6805175645049];[13, 495.4496685119067];[16, 501.4089265551707];[18, 508.030996981816];[9, 514.4287890952801];[10, 523.1646158861911];[14, 540.0532956232054];[3, 550.8861382196496];[8, 561.9230084660693];[5, 567.1776687714186];[6, 572.8269277045754];[7, 603.9787777722905],603.9787777722905
