2;0;4;9;1;3;5;6;7;8,(2, 0);(0, 994.5223246191564);(4, 1001289.3052956334);(9, 2001681.318050528);(1, 3002117.051914257);(3, 4002922.9979422265);(5, 5003230.0125998575);(6, 6003605.549548772);(7, 7003892.995195808);(8, 8004281.2863237),8004281.2863237
0;4;3;6;5;2;9;7;1;8,(0, 0);(4, 857.7829710142701);(3, 1001901.0034654449);(6, 2002192.0464176014);(5, 3002567.583366516);(2, 4002966.343946313);(9, 5003076.729633791);(7, 6003530.919021603);(1, 7003778.030332554);(8, 8004207.422926808),8004207.422926808
4;0;1;2;7;5;6;3;8;9,(4, 0);(0, 667.7829710142701);(1, 1001367.028993527);(2, 2001780.7885855609);(7, 3002155.884573276);(5, 4002746.9285648707);(6, 5003122.465513785);(3, 6003413.508465942);(8, 7003994.945478868);(9, 8004104.53562441),8004104.53562441
4;0;9;8;6;2;5;1;7;3,(4, 0);(0, 667.7829710142701);(9, 1001181.7139002256);(8, 2001291.304045768);(6, 3001694.7207038277);(2, 4002094.2228940595);(5, 5002492.983473856);(1, 6003245.39891761);(7, 7003492.510228561);(3, 8004070.957287504),8004070.957287504
2;8;9;5;3;7;6;4;0;1,(2, 0);(8, 479.6524758424985);(9, 1000589.2426213849);(5, 2001066.8669507485);(3, 3001373.881608379);(7, 4001952.328667322);(6, 5002239.774314358);(4, 6003044.476122484);(0, 7003339.259093498);(1, 8004038.505116011),8004038.505116011
1;7;3;6;5;8;0;4;2;9,(1, 0);(7, 741.1113109511582);(3, 1001319.5583698944);(6, 2001610.601322051);(5, 3001986.1382709653);(8, 4002374.4487137813);(0, 5002997.461554741);(4, 6003292.244525755);(2, 7003764.063346914);(9, 8003874.449034392),8003874.449034392
9;2;6;0;1;5;3;4;7;8,(9, 0);(2, 303.3856874780422);(6, 1783.8878777098355);(0, 1002792.746638885);(1, 2003491.992661398);(5, 3004244.408105152);(3, 4004551.422762783);(4, 5005594.643257214);(7, 6006204.077421009);(8, 7006592.368548901),7006592.368548901
9;2;6;3;7;0;5;4;1;8,(9, 0);(2, 303.3856874780422);(6, 1783.8878777098355);(3, 1002074.9308298663);(7, 2002653.3778888094);(0, 3003518.814772701);(5, 4004486.2857024968);(4, 5005352.985765956);(1, 6005766.625706001);(8, 7006196.018300255),7006196.018300255
8;2;1;0;9;3;5;6;7;4,(8, 0);(2, 208.65247584249852);(1, 2051.412067876327);(0, 1002750.6580903891);(9, 2003264.5890196003);(3, 3003953.989483772);(5, 4004261.0041414024);(6, 5004636.541090317);(7, 6004923.986737353);(4, 7005533.420901148),7005533.420901148
8;2;1;4;0;9;7;5;3;6,(8, 0);(2, 208.65247584249852);(1, 2051.412067876327);(4, 1002465.0520079208);(0, 2002759.834978935);(9, 3003273.7659081463);(7, 4003727.955295957);(5, 5004318.999287551);(3, 6004626.013945182);(6, 7004917.0568973385),7004917.0568973385
9;2;6;7;1;8;3;5;0;4,(9, 0);(2, 303.3856874780422);(6, 1783.8878777098355);(7, 1002071.3335247459);(1, 2002318.444835697);(8, 3002747.837429951);(3, 4003329.2744428767);(5, 5003636.289100507);(0, 6004603.760030303);(4, 7004898.543001317),7004898.543001317
9;2;6;3;7;1;8;5;4;0,(9, 0);(2, 303.3856874780422);(6, 1783.8878777098355);(3, 1002074.9308298663);(7, 2002653.3778888094);(1, 3002900.4891997604);(8, 4003329.881794014);(5, 5003718.19223683);(4, 6004584.892300289);(0, 7004879.675271303),7004879.675271303
8;2;1;7;4;0;9;6;3;5,(8, 0);(2, 208.65247584249852);(1, 2051.412067876327);(7, 1002298.5233788275);(4, 2002907.957542622);(0, 3003202.7405136363);(9, 4003716.6714428477);(6, 5004226.017101511);(3, 6004517.060053668);(5, 7004824.074711299),7004824.074711299
9;2;6;8;5;3;7;1;4;0,(9, 0);(2, 303.3856874780422);(6, 1783.8878777098355);(8, 1002187.3045357694);(5, 2002575.6149785854);(3, 3002882.629636216);(7, 4003461.076695159);(1, 5003708.1880061105);(4, 6004121.827946155);(0, 7004416.61091717),7004416.61091717
