4;2;3;6;7;0;1;5;8;9,(4, 0);(2, 1011.8666534953405);(3, 1000000000001576.8);(6, 2000000000002277.5);(7, 3000000000002668.0);(0, 4000000000003164.0);(1, 5000000000003439.0);(5, 6000000000003474.0);(8, 7000000000004076.0);(9, 8000000000004915.0),4577.715846739888
4;3;2;6;7;9;5;8;1;0,(4, 0);(3, 466.17680284904833);(2, 1000000000001031.0);(6, 2000000000001836.5);(7, 3000000000002227.0);(9, 4000000000002737.0);(5, 5000000000003126.0);(8, 6000000000003728.0);(1, 7000000000004295.0);(0, 8000000000004570.0),4234.006680348942
9;4;3;8;0;1;5;2;6;7,(9, 0);(4, 983.1625264407579);(3, 1000000000001113.2);(8, 2000000000001670.0);(0, 3000000000002360.0);(1, 4000000000002635.5);(5, 5000000000002671.0);(2, 6000000000003441.0);(6, 7000000000004246.0);(7, 8000000000004636.0),4099.347105212079
0;5;1;9;8;4;3;2;7;6,(0, 0);(5, 718.2525924134885);(1, 1000000000000753.5);(9, 2000000000001151.0);(8, 3000000000001989.5);(4, 4000000000002436.5);(3, 5000000000002567.0);(2, 6000000000003132.0);(7, 7000000000003589.0);(6, 8000000000003980.0),3538.0466307308034
8;5;0;9;1;3;4;7;6;2,(8, 0);(5, 1042.572938221127);(0, 1000000000001319.9);(9, 2000000000001470.0);(1, 3000000000001867.5);(3, 4000000000002218.0);(4, 5000000000002348.0);(7, 6000000000002748.0);(6, 7000000000003138.0);(2, 8000000000003943.0),3503.2064429370535
8;4;0;9;5;1;3;7;2;6,(8, 0);(4, 983.874702797104);(0, 1000000000001304.0);(9, 2000000000001454.2);(5, 3000000000001843.5);(1, 4000000000001879.0);(3, 5000000000002230.0);(7, 6000000000002607.0);(2, 7000000000003064.0);(6, 8000000000003869.0),3331.697701258412
8;4;3;7;2;9;0;5;1;6,(8, 0);(4, 983.874702797104);(3, 1000000000001114.0);(7, 2000000000001491.0);(2, 3000000000001948.0);(9, 4000000000002332.0);(0, 5000000000002482.0);(5, 6000000000002759.0);(1, 7000000000002794.0);(6, 8000000000003840.0),3304.565112624319
8;4;3;0;1;5;9;2;6;7,(8, 0);(4, 983.874702797104);(3, 1000000000001114.0);(0, 2000000000001312.0);(1, 3000000000001587.5);(5, 4000000000001623.0);(9, 5000000000002012.0);(2, 6000000000002396.0);(6, 7000000000003201.0);(7, 8000000000003592.0),3054.8563473338427
8;4;3;1;5;0;2;9;7;6,(8, 0);(4, 983.874702797104);(3, 1000000000001114.0);(1, 2000000000001464.5);(5, 3000000000001500.0);(0, 4000000000001777.0);(2, 5000000000002280.0);(9, 6000000000002664.0);(7, 7000000000003174.0);(6, 8000000000003564.0),3027.2121684027916
8;4;3;0;1;5;9;2;7;6,(8, 0);(4, 983.874702797104);(3, 1000000000001114.0);(0, 2000000000001312.0);(1, 3000000000001587.5);(5, 4000000000001623.0);(9, 5000000000002012.0);(2, 6000000000002396.0);(7, 7000000000002853.0);(6, 8000000000003244.0),2706.724651687102
