5;1;3;14;9;16;2;8;13;0;15;10;4;7;11;6;12,(5, 0);(1, 4607.148575854701);(3, 1004622.1485758547);(14, 2004643.7818835075);(9, 3004738.2117516636);(16, 4004766.3720073444);(2, 5004784.399763722);(8, 6004803.712971638);(13, 7004929.255793018);(0, 8004948.229458979);(15, 9004969.442662414);(10, 10004983.760483477);(4, 11004999.057542019);(7, 12005020.270745454);(11, 13005043.701494481);(6, 14005076.351149917);(12, 15005204.729497),15005204.729497
2;1;10;15;12;0;5;6;14;3;13;7;11;4;16;8;9,(2, 0);(1, 119.23086848631104);(10, 220.25066852570927);(15, 318.56848958898564);(12, 398.47468459287757);(0, 462.5449585114429);(5, 5060.795495400445);(6, 1009606.7972551889);(14, 2009641.968265979);(3, 3009663.601573632);(13, 4009732.9773619156);(7, 5009809.036549395);(11, 6009832.467298423);(4, 7009877.065504665);(16, 8010034.017726694);(8, 9010067.153809745);(9, 10010128.448181428),10010128.448181428
3;1;2;10;11;16;6;5;9;8;12;15;4;7;14;13;0,(3, 0);(1, 15.0);(2, 134.23086848631104);(10, 288.8691561126295);(11, 346.49727424952516);(16, 524.8592657163172);(6, 680.8881092036672);(5, 5226.889868992152);(9, 1009900.891580588);(8, 2009962.1859522709);(12, 3010050.1063708323);(15, 4010130.0125658363);(4, 5010159.423448176);(7, 6010180.636651612);(14, 7010246.24152948);(13, 8010311.975843198);(0, 9010330.949509159),9010330.949509159
7;1;3;11;0;13;8;5;10;15;4;14;6;9;16;2;12,(7, 0);(1, 101.31633629380802);(3, 314.31633629380804);(11, 400.60074971824986);(0, 478.43390460741006);(13, 498.40757056842034);(8, 623.9503919482189);(5, 5358.950814334683);(10, 1009929.3062709704);(15, 2009943.6240920336);(4, 3009973.0349743734);(14, 4010044.5472110887);(6, 5010079.718221879);(9, 6010207.718221879);(16, 7010235.878477559);(2, 8010253.906233937);(12, 9010323.108835043),9010323.108835043
2;1;10;4;11;12;16;13;5;3;14;6;7;0;15;9;8,(2, 0);(1, 119.23086848631104);(10, 220.25066852570927);(4, 256.5477270664876);(11, 301.1459333084431);(12, 441.3921453785022);(16, 506.99702324592914);(13, 603.1479462784201);(5, 5219.339016847315);(3, 1009817.4069806774);(14, 2009839.04028833);(6, 3009874.2112991204);(7, 4009917.627885813);(0, 5009976.322008176);(15, 6009997.535211612);(9, 7010110.539636304);(8, 8010171.834007987),8010171.834007987
16;2;1;10;11;12;14;3;13;9;5;15;4;0;7;6;8,(16, 0);(2, 18.027756377319946);(1, 137.25862486363098);(10, 238.2784249030292);(11, 296.9065430399248);(12, 437.15275510998396);(14, 541.1719841015507);(3, 562.8052917543347);(13, 632.1810800381445);(9, 706.2081021314315);(5, 5380.209813727181);(15, 1009963.6428065831);(4, 2009993.053688923);(0, 3010036.4702756153);(7, 4010095.1643979787);(6, 5010138.580984671);(8, 6010327.676198782),6010327.676198782
16;2;1;10;12;4;6;14;9;8;13;0;15;3;11;7;5,(16, 0);(2, 18.027756377319946);(1, 137.25862486363098);(10, 238.2784249030292);(12, 331.47386947595805);(4, 438.51591728895534);(6, 497.2100396522721);(14, 532.38105044241);(9, 626.8109185986242);(8, 688.105290281512);(13, 813.6481116613105);(0, 1000832.6217776224);(15, 2000853.834981058);(3, 3000943.104236684);(11, 4001029.388650108);(7, 5001052.819399136);(5, 6005592.986907059),6005592.986907059
12;2;1;10;11;0;14;3;6;9;8;16;13;15;4;7;5,(12, 0);(2, 69.20260110718382);(1, 189.43346959349486);(10, 290.45326963289307);(11, 348.0813877697887);(0, 425.9145426589489);(14, 489.51485712358027);(3, 511.1481647763642);(6, 567.228464347604);(9, 695.228464347604);(8, 756.5228360304918);(16, 1000789.658919082);(13, 2000885.8098421146);(15, 3000924.925056546);(4, 4000954.335938886);(7, 5000975.549142322);(5, 6005515.716650245),6005515.716650245
16;2;1;10;12;14;6;4;15;3;13;5;11;7;0;9;8,(16, 0);(2, 18.027756377319946);(1, 137.25862486363098);(10, 238.2784249030292);(12, 331.47386947595805);(14, 437.4930984675248);(6, 472.66410925766274);(4, 531.3582316209795);(15, 560.769113960685);(3, 650.0383695865722);(13, 719.414157870382);(5, 5335.605228439277);(11, 1009860.6539574587);(7, 2009884.0847064864);(0, 3009942.77882885);(9, 4010034.865744316);(8, 5010096.160115999),5010096.160115999
12;2;1;10;4;11;0;14;13;9;8;6;7;15;16;3;5,(12, 0);(2, 69.20260110718382);(1, 189.43346959349486);(10, 290.45326963289307);(4, 305.75032817367145);(11, 350.34853441562694);(0, 428.18168930478714);(14, 491.7820037694185);(13, 557.5163174875977);(9, 631.5433395808847);(8, 692.8377112637725);(6, 881.9329253756056);(7, 1000925.3495120679);(15, 2000974.593801077);(16, 3001109.7122676168);(3, 4001216.4455801295);(5, 5005814.51354396),5005814.51354396
