2;8;11;1;12;10;4;7;14;5;6;3;13;0;15;9;16,[2, 0];[8, 245.23185123548413];[11, 252.76315702143418];[1, 258.96890775655925];[12, 265.2146915795199];[10, 271.3214796296151];[4, 281.50511778736757];[7, 785.7597780927169];[14, 7991.547351656552];[5, 15196.854120740325];[6, 22402.00597080804];[3, 29607.67920369605];[13, 36813.5120462925];[0, 44018.73982139407];[15, 51223.99448169942];[9, 58430.35107743402];[16, 65635.68913572551],65635.68913572551
1;3;12;2;11;4;10;0;14;16;8;5;7;6;15;9;13,[1, 0];[3, 305.18007202881154];[12, 311.3728444032052];[2, 317.2036079218989];[11, 324.5130273036825];[4, 330.0484199356388];[10, 335.23205809339123];[0, 348.58512991019444];[14, 356.3486390874409];[16, 363.8202926692629];[8, 403.21808478272703];[5, 410.34307036585284];[7, 417.85871818325774];[6, 429.37992570657326];[15, 438.2987441036034];[9, 450.65533983820285];[13, 519.5440195752171],519.5440195752171
2;16;10;1;3;12;4;11;14;0;5;8;7;15;6;9;13,[2, 0];[16, 215.21641964438558];[10, 221.9472772974678];[1, 228.1599999870164];[3, 323.3400720158279];[12, 329.53284439022156];[4, 335.81786297141];[11, 341.3532556033663];[14, 352.1294939303928];[0, 358.8930031076393];[5, 387.64308711012734];[8, 400.76807269325315];[7, 413.15077639140077];[15, 431.74194432668264];[6, 439.66076272371276];[9, 451.1973773695711];[13, 518.0860571065854],518.0860571065854
1;3;2;12;10;4;11;14;0;16;8;5;7;15;6;9;13,[1, 0];[3, 305.18007202881154];[2, 311.6658087409096];[12, 317.4965722596033];[10, 323.6033603096985];[4, 328.7869984674509];[11, 334.3223910994072];[14, 348.0986294264337];[0, 355.8621386036802];[16, 363.24227320307494];[8, 403.64006531653905];[5, 410.76505089966486];[7, 418.28069871706975];[15, 431.8718666523516];[6, 439.79068504938175];[9, 451.3272996952401];[13, 517.2159794322544],517.2159794322544
1;3;11;10;2;4;12;16;14;0;8;5;7;15;6;9;13,[1, 0];[3, 305.18007202881154];[11, 311.2158993208216];[10, 316.9077134641217];[2, 323.76411547644244];[4, 330.78252934475483];[12, 337.0675479259433];[16, 348.85512148977796];[14, 357.32677507159997];[0, 364.09028424884644];[8, 403.8251754259355];[5, 410.95016100906133];[7, 418.46580882646623];[15, 432.0569767617481];[6, 439.9757951587782];[9, 451.51240980463655];[13, 516.4010895416508],516.4010895416508
1;3;10;11;12;2;4;0;16;14;5;7;8;6;9;15;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[11, 316.9120868454578];[12, 323.59571484149694];[2, 329.42647836019063];[4, 336.444892228503];[0, 348.96609975181855];[16, 357.3462343512133];[14, 364.8178879330353];[5, 386.1246570168091];[7, 405.640304834214];[8, 414.0230085323616];[6, 429.2930591219394];[9, 446.8296737677977];[15, 453.1862695023972];[13, 511.6558399037323],511.6558399037323
2;16;1;10;11;12;13;4;0;14;5;6;15;8;7;9;3,[2, 0];[16, 215.21641964438558];[1, 221.43601535320394];[10, 227.64873804275254];[11, 245.3405521860526];[12, 252.02418018209173];[13, 331.5868712574943];[4, 337.3331992787365];[0, 348.85440680205204];[14, 356.6179159792985];[5, 388.9246850630724];[6, 436.07653513078753];[15, 442.99535352781766];[8, 449.96154072519573];[7, 457.34424442334335];[9, 465.0336830595927];[3, 501.98023714064055],501.98023714064055
1;3;4;10;11;12;2;16;0;14;5;6;8;15;9;7;13,[1, 0];[3, 305.18007202881154];[4, 311.2598370622698];[10, 316.44347522002226];[11, 322.13528936332233];[12, 328.8189173593615];[2, 334.64968087805516];[16, 347.8661005224408];[0, 356.2462351218355];[14, 363.009744299082];[5, 386.3165133828559];[6, 439.468363450571];[8, 446.7384140401488];[15, 453.7046012375269];[9, 461.06119697212637];[7, 467.7506356083757];[13, 492.6637110883184],492.6637110883184
1;3;2;10;4;11;12;14;16;0;5;6;15;8;9;7;13,[1, 0];[3, 305.18007202881154];[2, 311.6658087409096];[10, 318.52221075323035];[4, 323.7058489109828];[11, 329.24124154293906];[12, 335.9248695389782];[14, 349.173599778973];[16, 357.64525336079504];[0, 365.0253879601898];[5, 385.77547196267784];[6, 440.927322030393];[15, 447.8461404274231];[8, 454.8123276248012];[9, 461.5481544157122];[7, 468.23759305196154];[13, 492.1506685319042],492.1506685319042
1;3;10;4;12;2;11;16;0;14;5;6;7;8;9;15;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[4, 316.4039108599102];[12, 322.68892944109865];[2, 328.51969295979234];[11, 335.829112341576];[16, 349.9703127193286];[0, 358.35044731872335];[14, 365.11395649596983];[5, 385.4207255797437];[6, 441.57257564745885];[7, 447.0937831707744];[8, 454.476486868922];[9, 461.212313659833];[15, 467.56890939443247];[13, 492.0384797957676],492.0384797957676
