5;8;9;7;1;3;2;6;4;0,(5, 0);(8, 252.35433245367852);(9, 453.7664367434445);(7, 678.1666085646235);(1, 1170.1874414458641);(3, 1001354.084151585);(2, 2001995.2159633054);(6, 3002338.112449143);(4, 4002760.110079468);(0, 5003472.090416275),5003472.090416275
0;8;9;7;1;3;4;2;5;6,(0, 0);(8, 243.27792503337315);(9, 435.69002932313913);(7, 677.0902011443181);(1, 1170.1110340255589);(3, 1001354.0077441647);(4, 2001875.59186969);(2, 3002132.6910723336);(5, 4002520.723287491);(6, 5003245.060915949),5003245.060915949
0;8;9;7;1;3;4;2;6;5,(0, 0);(8, 243.27792503337315);(9, 435.69002932313913);(7, 677.0902011443181);(1, 1170.1110340255589);(3, 1001354.0077441647);(4, 2001875.59186969);(2, 3002132.6910723336);(6, 4002475.5875581717);(5, 5003199.925186629),5003199.925186629
0;8;9;5;1;3;4;2;6;7,(0, 0);(8, 243.27792503337315);(9, 435.69002932313913);(5, 665.7913029951762);(1, 1042.8486048812706);(3, 1001226.7453150204);(4, 2001748.3294405458);(2, 3002005.4286431894);(6, 4002348.3251290275);(7, 5003044.039150734),5003044.039150734
0;8;9;5;1;3;7;2;4;6,(0, 0);(8, 243.27792503337315);(9, 435.69002932313913);(5, 665.7913029951762);(1, 1042.8486048812706);(3, 1001226.7453150204);(7, 2001886.5710495897);(2, 3002273.1923112916);(4, 4002530.291513935);(6, 5002952.289144261),5002952.289144261
0;8;9;7;1;3;5;2;4;6,(0, 0);(8, 243.27792503337315);(9, 435.69002932313913);(7, 677.0902011443181);(1, 1170.1110340255589);(3, 1001354.0077441647);(5, 2001884.4650940052);(2, 3002272.4973091627);(4, 4002529.5965118064);(6, 5002951.5941421315),5002951.5941421315
0;8;9;5;1;3;4;6;2;7,(0, 0);(8, 243.27792503337315);(9, 435.69002932313913);(5, 665.7913029951762);(1, 1042.8486048812706);(3, 1001226.7453150204);(4, 2001748.3294405458);(6, 3002170.327070871);(2, 4002513.2235567085);(7, 5002899.84481841),5002899.84481841
