4;2;1;3;12;13;11;5;18;15;0;8;6;9;16;7;10;14;17,[4, 0];[2, 44.9859408862011];[1, 51.41728384522044];[3, 304.59735587403196];[12, 310.63318316604204];[13, 317.3168111620812];[11, 323.4235992121764];[5, 328.60723736992884];[18, 337.4914177064175];[15, 344.9630712882395];[0, 350.726580465486];[8, 376.43119177837093];[6, 382.9468395957758];[9, 391.07182517890163];[16, 410.0380123762797];[7, 417.95683077330983];[10, 428.49344541916815];[14, 477.3821251561824];[17, 7722.502040267428],7722.502040267428
17;2;1;3;11;5;12;0;15;18;13;10;16;6;8;9;7;14;4,[17, 0];[2, 45.70066941151359];[1, 52.13201237053293];[3, 304.3120843993445];[11, 310.3522850726907];[5, 315.53592323044313];[12, 321.0713158623994];[0, 332.00568746971226];[15, 338.76919664695873];[18, 346.24085022878074];[13, 352.0284237926154];[10, 429.7042205726892];[16, 436.06081630728863];[6, 441.8744904106658];[8, 447.3901382280707];[9, 454.77284192621835];[7, 462.04289251579615];[14, 473.0484335285871];[4, 7717.444588535063],7717.444588535063
1;2;4;17;11;8;13;12;5;14;18;0;15;6;7;9;16;10;3,[1, 0];[2, 6.43134295901934];[4, 57.41728384522044];[17, 134.2042166959562];[11, 179.0700961468021];[8, 248.49009268184497];[13, 254.961746263667];[12, 261.64537425970616];[5, 269.1807668916624];[14, 312.92709491290464];[18, 325.0813676984087];[0, 334.46150229780346];[15, 341.22501147504994];[6, 358.5317805588238];[7, 397.68363062653896];[9, 404.95368121611676];[16, 415.91986841349484];[10, 427.2764641480943];[3, 494.22301822914216],494.22301822914216
2;1;4;17;11;5;12;13;18;15;0;7;8;9;16;6;10;3;14,[2, 0];[1, 6.43134295901934];[4, 56.08310845747338];[17, 135.87004130820915];[11, 180.73592075905503];[5, 259.9195589168075];[12, 265.45495154876374];[13, 272.1385795448029];[18, 319.92615310863755];[15, 330.39780669045956];[0, 338.16131586770604];[7, 407.04413825958363];[8, 412.56534578289916];[9, 419.9480494810468];[16, 427.91423667842486];[6, 433.72791078180205];[10, 441.12129547602024];[3, 476.0678495570681];[14, 483.9006921535124],483.9006921535124
2;1;4;17;11;15;13;12;5;0;18;6;8;9;7;16;10;14;3,[2, 0];[1, 6.43134295901934];[4, 56.08310845747338];[17, 135.87004130820915];[11, 180.73592075905503];[15, 247.5847884435527];[13, 253.83351868354748];[12, 260.51714667958663];[5, 268.0525393115429];[0, 390.5737468348584];[18, 396.95388143425316];[6, 403.68261459368125];[8, 409.19826241108615];[9, 416.58096610923377];[7, 424.8510166988116];[16, 431.7698350958417];[10, 440.1264308304411];[14, 469.01511056745534];[3, 478.84795316389966],478.84795316389966
2;1;4;17;11;12;13;5;14;15;0;18;10;9;7;8;16;6;3,[2, 0];[1, 6.43134295901934];[4, 56.08310845747338];[17, 135.87004130820915];[11, 180.73592075905503];[12, 245.4277349023551];[13, 252.11136289839422];[5, 261.39638147958266];[14, 292.1427095008249];[15, 316.9318369164093];[0, 328.69534609365576];[18, 337.0754806930505];[10, 433.41353898453497];[9, 439.149365775446];[7, 446.4194163650238];[8, 451.9406238883393];[16, 457.5317918236212];[6, 463.3454659269984];[3, 475.9117313010714],475.9117313010714
2;1;4;11;17;3;12;0;5;13;18;6;9;15;8;7;16;10;14,[2, 0];[1, 6.43134295901934];[4, 56.08310845747338];[11, 163.22122620375515];[17, 208.08710565460103];[3, 343.4830631229155];[12, 349.5188904149256];[0, 355.45326202223845];[5, 360.974469545554];[13, 367.25948812674244];[18, 373.0470616905771];[6, 380.7757948500052];[9, 389.900780433131];[15, 396.77021758828073];[8, 403.5577911521154];[7, 412.0789986754309];[16, 419.99781707246103];[10, 430.3544128070605];[14, 475.2430925440747],475.2430925440747
1;2;4;17;11;5;13;12;3;0;18;6;9;15;8;7;16;10;14,[1, 0];[2, 6.43134295901934];[4, 57.41728384522044];[17, 134.2042166959562];[11, 179.0700961468021];[5, 260.25373430455454];[13, 266.538752885743];[12, 273.22238088178216];[3, 368.25820817379224];[0, 374.13455871400834];[18, 380.5146933134031];[6, 388.2434264728312];[9, 396.368412055957];[15, 403.2378492111067];[8, 409.0254227749414];[7, 416.5466302982569];[16, 424.465448695287];[10, 433.82204442988643];[14, 472.71072416690066],472.71072416690066
17;4;2;1;3;12;5;11;13;15;0;18;7;8;6;9;16;10;14,[17, 0];[4, 9.78693285073577];[2, 54.77287373693687];[1, 61.20421669595621];[3, 304.38428872476777];[12, 310.42011601677785];[5, 315.9555086487341];[11, 321.13914680648656];[13, 327.24593485658175];[15, 335.49466509657657];[0, 342.25817427382304];[18, 348.6383088732178];[7, 402.51140423321];[8, 408.0326117565255];[6, 413.5482595739304];[9, 420.6732451570562];[16, 428.6394323544343];[10, 436.99602808903376];[14, 470.884707826048],470.884707826048
17;4;1;2;18;11;5;12;13;14;3;8;7;16;10;9;6;0;15,[17, 0];[4, 9.78693285073577];[1, 53.438698349189806];[2, 67.87004130820915];[18, 215.08646095259473];[11, 221.81731860567695];[5, 246.00095676342937];[12, 251.53634939538563];[13, 258.2199773914248];[14, 284.7826684668273];[3, 410.6155110632716];[8, 416.65238130969124];[7, 423.17358883300676];[16, 430.0924072300369];[10, 438.4490029646363];[9, 444.1848297555473];[6, 451.3098153386731];[0, 457.05989934116116];[15, 462.82340851840763],462.82340851840763
17;4;1;2;18;11;5;12;13;14;3;15;0;6;8;9;7;10;16,[17, 0];[4, 9.78693285073577];[1, 53.438698349189806];[2, 67.87004130820915];[18, 215.08646095259473];[11, 221.81731860567695];[5, 246.00095676342937];[12, 251.53634939538563];[13, 258.2199773914248];[14, 284.7826684668273];[3, 410.6155110632716];[15, 415.8752146365343];[0, 421.63872381378076];[6, 427.3888078162688];[8, 432.9044556336737];[9, 440.28715933182133];[7, 447.55720992139914];[10, 454.09382456725746];[16, 460.45042030185687],460.45042030185687
