5;9;0;4;6;3;1;7;2;8,(5, 0);(9, 406.0);(0, 705.0685540139584);(4, 1001088.8510444952);(6, 2001532.077848739);(3, 3002027.1818782114);(1, 4002047.3064900087);(7, 5002257.073026901);(2, 6003136.095779736);(8, 7004371.89875756),7004371.89875756
5;9;0;2;1;3;7;8;4;6,(5, 0);(9, 406.0);(0, 705.0685540139584);(2, 1001038.7045832435);(1, 2002042.5397290718);(3, 3002062.6643408695);(7, 4002252.3087449525);(8, 5002946.170402634);(4, 6003788.311127217);(6, 7004231.53793146),7004231.53793146
2;0;8;6;4;5;9;3;1;7,(2, 0);(0, 493.63602922945836);(8, 1405.0217872924204);(6, 1001810.7076263354);(4, 2002253.9344305792);(5, 3002367.780818313);(9, 4002387.780818313);(3, 5003140.63206524);(1, 6003160.756677038);(7, 7003370.52321393),7003370.52321393
5;2;0;9;4;3;1;7;6;8,(5, 0);(2, 533.2746712683781);(0, 866.9107004978365);(9, 1001165.9792545118);(4, 2001260.0908903494);(3, 3002093.6963125966);(1, 4002113.820924394);(7, 5002323.587461287);(6, 6002906.12072214);(8, 7003311.806561183),7003311.806561183
5;2;0;4;9;6;1;3;7;8,(5, 0);(2, 533.2746712683781);(0, 866.9107004978365);(4, 1001250.6931909791);(9, 2001344.8048268165);(6, 3001746.4974954077);(1, 4002236.053416626);(3, 5002256.178028423);(7, 6002445.822432507);(8, 7003139.684090188),7003139.684090188
4;2;0;9;5;6;3;1;7;8,(4, 0);(2, 575.6244042079935);(0, 909.2604334374519);(9, 1001208.3289874514);(5, 2001228.3289874513);(6, 3001620.2231058045);(3, 4002115.327135277);(1, 5002135.451747075);(7, 6002345.218283968);(8, 7003039.079941649),7003039.079941649
4;2;0;5;9;6;3;1;7;8,(4, 0);(2, 575.6244042079935);(0, 909.2604334374519);(5, 1001193.2498698607);(9, 2001213.2498698607);(6, 3001614.942538452);(3, 4002110.0465679243);(1, 5002130.171179722);(7, 6002339.937716614);(8, 7003033.799374295),7003033.799374295
4;2;0;9;5;6;7;3;1;8,(4, 0);(2, 575.6244042079935);(0, 909.2604334374519);(9, 1001208.3289874514);(5, 2001228.3289874513);(6, 3001620.2231058045);(7, 4002202.7563666576);(3, 5002392.400770741);(1, 6002412.525382538);(8, 7002911.526384542),7002911.526384542
4;2;0;5;9;6;8;3;1;7,(4, 0);(2, 575.6244042079935);(0, 909.2604334374519);(5, 1001193.2498698607);(9, 2001213.2498698607);(6, 3001614.942538452);(8, 4002020.628377495);(3, 5002537.690269342);(1, 6002557.814881139);(7, 7002767.581418032),7002767.581418032
4;2;0;5;9;6;8;1;3;7,(4, 0);(2, 575.6244042079935);(0, 909.2604334374519);(5, 1001193.2498698607);(9, 2001213.2498698607);(6, 3001614.942538452);(8, 4002020.628377495);(1, 5002519.629379498);(3, 6002539.753991296);(7, 7002729.398395378),7002729.398395378
