2;8;10;1;12;11;7;4;15;0;13;3;14;6;5;16;9,[2, 0];[8, 245.23185123548413];[10, 252.3197896665677];[1, 258.5325123561163];[12, 264.77829617907696];[11, 271.4619241751161];[7, 3208.743205676049];[4, 10413.997865981399];[15, 17619.3509377982];[0, 24824.60559810355];[13, 32029.83337320512];[3, 39235.66621580157];[14, 46440.92591937483];[6, 53646.348140392714];[5, 60851.49999046043];[16, 68058.22872361986];[9, 75263.56678191134],75263.56678191134
2;8;12;1;10;11;7;4;3;14;5;6;13;0;15;9;16,[2, 0];[8, 245.23185123548413];[12, 251.28731844510398];[1, 257.5331022680646];[10, 263.7458249576132];[11, 269.43763910091326];[7, 3171.718920601846];[4, 10376.973580907195];[3, 17583.053345940654];[14, 24788.313049513916];[5, 31993.61981859769];[6, 39198.7716686654];[13, 46404.77720967819];[0, 53610.00498477976];[15, 60815.25964508511];[9, 68021.61624081971];[16, 75226.9542991112],75226.9542991112
2;8;12;11;10;1;4;5;6;14;3;7;13;16;9;0;15,[2, 0];[8, 245.23185123548413];[12, 251.28731844510398];[11, 257.9709464411431];[10, 263.66276058444316];[1, 269.87548327399173];[4, 309.13369876892426];[5, 1724.782957702081];[6, 8929.934807769796];[14, 16135.357028787685];[3, 23340.616732360948];[7, 30546.653602607366];[13, 37752.56667808731];[16, 44958.72095087281];[9, 52164.059009164295];[0, 59370.16449434395];[15, 66575.41915464931],66575.41915464931
1;3;11;12;4;10;2;16;0;14;5;8;7;15;6;9;13,[1, 0];[3, 305.18007202881154];[11, 311.2158993208216];[12, 317.89952731686077];[4, 324.18454589804924];[10, 329.3681840558017];[2, 336.22458606812245];[16, 385.44100571250806];[0, 391.8211403119028];[14, 397.5846494891493];[5, 410.89141857292316];[8, 422.01640415604896];[7, 434.3991078541966];[15, 452.99027578947846];[6, 459.9090941865086];[9, 472.4457088323669];[13, 561.3343885693812],561.3343885693812
1;3;4;10;12;2;11;0;14;16;5;7;8;6;15;9;13,[1, 0];[3, 305.18007202881154];[4, 312.2598370622698];[10, 317.44347522002226];[12, 323.55026327011745];[2, 329.38102678881114];[11, 338.6904461705948];[0, 380.62481777790765];[14, 386.3883269551541];[16, 392.85998053697614];[5, 411.5887136964042];[7, 430.1043615138091];[8, 437.48706521195675];[6, 452.75711580153455];[15, 460.6759341985647];[9, 473.03252993316414];[13, 557.9212096701784],557.9212096701784
1;3;10;2;11;12;4;0;16;14;7;5;15;8;6;9;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[2, 318.0766747144785];[11, 325.3860940962621];[12, 332.0697220923013];[4, 338.35474067348974];[0, 380.87594819680527];[16, 387.2560827962];[14, 393.72773637802203];[7, 451.5153099418567];[5, 457.0309577592616];[15, 463.8446318626388];[8, 470.81081906001685];[6, 478.08086964959466];[9, 485.617484295453];[13, 519.5061640324673],519.5061640324673
1;3;10;11;2;4;12;0;16;14;5;6;9;8;7;15;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[11, 316.9120868454578];[2, 324.22150622724143];[4, 331.2399200955538];[12, 337.5249386767423];[0, 383.294089624144];[16, 389.6742242235388];[14, 396.1458778053608];[5, 410.45264688913466];[6, 481.60449695684986];[9, 488.1411116027082];[8, 493.8769383936192];[7, 501.2596420917668];[15, 506.8508100270487];[13, 516.3203804283838],516.3203804283838
1;3;10;12;11;4;2;16;14;0;5;6;9;8;7;15;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[12, 317.3270607522529];[11, 324.01068874829207];[4, 329.5460813802483];[2, 336.5644952485607];[16, 383.7809148929463];[14, 390.25256847476834];[0, 396.0160776520148];[5, 410.76616165450287];[6, 479.918011722218];[9, 487.45462636807633];[8, 493.19045315898734];[7, 500.57315685713496];[15, 506.16432479241683];[13, 515.633895193752],515.633895193752
1;3;11;10;2;4;12;0;14;16;5;8;7;9;15;6;13,[1, 0];[3, 305.18007202881154];[11, 311.2158993208216];[10, 316.9077134641217];[2, 323.76411547644244];[4, 330.78252934475483];[12, 337.0675479259433];[0, 384.83669887334503];[14, 390.6002080505915];[16, 397.0718616324135];[5, 411.8005947918416];[8, 422.9255803749674];[7, 435.30828407311503];[9, 488.9977227093644];[15, 495.35431844396385];[6, 501.27313684099397];[13, 514.278677853785],514.278677853785
1;3;10;11;12;2;4;0;14;16;5;6;15;8;9;7;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[11, 316.9120868454578];[12, 323.59571484149694];[2, 329.42647836019063];[4, 336.444892228503];[0, 385.96609975181855];[14, 391.729608929065];[16, 398.20126251088703];[5, 411.9299956703151];[6, 476.0818457380303];[15, 482.00066413506045];[8, 488.9668513324385];[9, 494.70267812334953];[7, 501.3921167595989];[13, 513.3051922395416],513.3051922395416
1;3;10;4;11;12;2;16;14;0;5;6;7;8;15;9;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[4, 316.4039108599102];[11, 321.93930349186644];[12, 328.6229314879056];[2, 334.4536950065993];[16, 389.6701146509849];[14, 396.1417682328069];[0, 401.9052774100534];[5, 412.6553614125414];[6, 473.80721148025657];[7, 479.3284190035721];[8, 486.7111227017197];[15, 493.6773098990978];[9, 500.03390563369726];[13, 512.9225853707115],512.9225853707115
