2;1;10;15;11;4;8;7;6;5;14;3;13;0;16;9;12,[2, 0];[1, 119.23086848631104];[10, 220.25066852570927];[15, 274.56848958898564];[11, 346.17854474885826];[4, 390.77675099081375];[8, 578.1373658488997];[7, 776.6165839045943];[6, 1000820.0331705968];[5, 2000832.6822812376];[14, 3000858.236145916];[3, 4000879.869453569];[13, 5000949.2452418525];[0, 6000968.218907814];[16, 7001083.1841199435];[9, 8001111.344375624];[12, 9001167.638247404],9001167.638247404
1;2;10;12;14;7;5;9;13;0;15;4;6;11;3;16;8,[1, 0];[2, 119.23086848631104];[10, 273.8691561126295];[12, 366.0646006855584];[14, 470.08382967712515];[7, 535.688707544552];[5, 578.6421707343811];[9, 694.7111157627564];[13, 768.7381378560434];[0, 1000787.7118038171];[15, 2000808.9250072527];[4, 3000838.3358895923];[6, 4000897.0300119556];[11, 5000929.67966739];[3, 6001015.964080814];[16, 7001122.697393327];[8, 8001155.833476379],8001155.833476379
1;2;10;4;11;14;5;0;8;6;13;15;7;12;16;9;3,[1, 0];[2, 119.23086848631104];[10, 273.8691561126295];[4, 289.1662146534079];[11, 333.7644208953634];[14, 399.42507353667224];[5, 424.9789382150335];[0, 487.46093562228674];[8, 631.977370673806];[6, 821.0725847856392];[13, 1000904.8341511511];[15, 2000943.9493655823];[7, 3000993.193654591];[12, 4001115.782397957];[16, 5001181.387275824];[9, 6001209.547531505];[3, 7001288.395486456],7001288.395486456
1;2;10;11;4;14;9;13;5;6;8;16;15;0;7;3;12,[1, 0];[2, 119.23086848631104];[10, 273.8691561126295];[11, 331.49727424952516];[4, 376.09548049148066];[14, 447.6077172066052];[9, 542.0375853628194];[13, 616.0646074561064];[5, 687.6746626159791];[6, 700.3237732566525];[8, 889.4189873684857];[16, 1000922.55507042];[15, 2001057.6735369596];[0, 3001078.8867403953];[7, 4001137.5808627587];[3, 5001223.952154285];[12, 6001323.310093072],6001323.310093072
2;1;10;4;11;12;14;7;6;5;9;16;8;0;15;13;3,[2, 0];[1, 119.23086848631104];[10, 220.25066852570927];[4, 256.5477270664876];[11, 301.1459333084431];[12, 441.3921453785022];[14, 545.411374370069];[7, 611.0162522374959];[6, 654.4328389296808];[5, 667.0819495703543];[9, 783.1508945987296];[16, 1000811.3111502794];[8, 2000844.447233331];[0, 3000988.9636683827];[15, 4001010.1768718185];[13, 5001049.292086249];[3, 6001118.667874533],6001118.667874533
2;1;10;4;12;14;5;3;9;13;8;16;0;15;7;11;6,[2, 0];[1, 119.23086848631104];[10, 220.25066852570927];[4, 256.5477270664876];[12, 363.5897748794849];[14, 467.60900387105164];[5, 493.1628685494129];[3, 540.3327742096959];[9, 619.1807291609817];[13, 693.2077512542687];[8, 818.7505726340672];[16, 1000851.8866556856];[0, 2000966.8518678152];[15, 3000988.065071251];[7, 4001037.3093602597];[11, 5001060.740109287];[6, 6001093.3897647215],6001093.3897647215
1;2;10;11;4;0;14;3;15;7;9;16;8;12;13;5;6,[1, 0];[2, 119.23086848631104];[10, 273.8691561126295];[11, 331.49727424952516];[4, 376.09548049148066];[0, 419.51206718366547];[14, 483.11238164829683];[3, 504.74568930108074];[15, 594.0149449269679];[7, 643.2592339359485];[9, 783.9894723355192];[16, 1000812.1497280162];[8, 2000845.2858110678];[12, 3000933.206229629];[13, 4000980.07839621];[5, 5001051.68845137];[6, 6001064.337562011],6001064.337562011
2;1;10;13;4;0;7;5;14;16;8;6;11;3;9;12;15,[2, 0];[1, 119.23086848631104];[10, 220.25066852570927];[13, 287.63455013932105];[4, 349.80367430879926];[0, 393.22026100098407];[7, 452.9143833643008];[5, 495.86784655412987];[14, 521.4217112324911];[16, 644.0104545982667];[8, 677.1465376498285];[6, 866.2417517616616];[11, 1000898.8914071963];[3, 2000985.1758206207];[9, 3001064.023775572];[12, 4001120.317647352];[15, 5001200.223842355],5001200.223842355
2;1;10;15;12;0;4;6;5;9;8;13;3;14;7;11;16,[2, 0];[1, 119.23086848631104];[10, 220.25066852570927];[15, 274.56848958898564];[12, 354.47468459287757];[0, 418.5449585114429];[4, 461.96154520362774];[6, 520.6556675669445];[5, 533.304778207618];[9, 649.3737232359933];[8, 710.6680949188811];[13, 836.2109162986796];[3, 1000905.5867045824];[14, 2000927.2200122352];[7, 3000992.8248901027];[11, 4001016.2556391302];[16, 5001194.617630597],5001194.617630597
2;1;10;4;12;0;15;6;14;5;13;8;16;9;3;11;7,[2, 0];[1, 119.23086848631104];[10, 220.25066852570927];[4, 256.5477270664876];[12, 363.5897748794849];[0, 427.6600487980503];[15, 448.8732522336467];[6, 525.4108247062566];[14, 560.5818354963945];[5, 586.1357001747558];[13, 657.7457553346285];[8, 783.288576714427];[16, 1000816.424659766];[9, 2000844.5849154466];[3, 3000923.432870398];[11, 4001009.717283822];[7, 5001033.14803285],5001033.14803285
