1;3;11;4;10;2;12;16;14;0;15;9;5;6;8;13;7,[1, 0];[3, 305.18007202881154];[11, 311.2158993208216];[4, 316.7512919527779];[10, 321.93493011053033];[2, 328.7913321228511];[12, 334.6220956415448];[16, 348.40966920537943];[14, 356.88132278720144];[0, 363.6448319644479];[15, 643.8994922697973];[9, 650.2560880043967];[5, 656.6494726986149];[6, 661.80132276633];[8, 669.0713733559079];[13, 675.5784900591468];[7, 7881.49156553909],7881.49156553909
1;3;2;4;10;12;11;16;0;14;5;8;7;6;15;9;13,[1, 0];[3, 305.18007202881154];[2, 311.6658087409096];[4, 318.684222609222];[10, 323.86786076697445];[12, 329.97464881706964];[11, 336.6582768131088];[16, 350.7994771908614];[0, 359.17961179025616];[14, 365.94312096750264];[5, 385.24989005127645];[8, 399.37487563440226];[7, 411.7575793325499];[6, 427.2787868558654];[15, 437.1976052528955];[9, 449.55420098749494];[13, 522.4428807245092],522.4428807245092
1;3;4;12;10;11;2;16;0;14;7;5;8;15;6;9;13,[1, 0];[3, 305.18007202881154];[4, 311.2598370622698];[12, 317.5448556434583];[10, 323.65164369355347];[11, 329.34345783685353];[2, 336.6528772186372];[16, 348.8692968630228];[0, 357.24943146241753];[14, 364.012940639664];[7, 424.80051420349866];[5, 430.31616202090356];[8, 437.44114760402937];[15, 445.40733480140744];[6, 451.32615319843757];[9, 459.8627678442959];[13, 499.7514475813101],499.7514475813101
1;3;11;12;10;2;4;14;16;0;5;6;7;8;15;9;13,[1, 0];[3, 305.18007202881154];[11, 311.2158993208216];[12, 317.89952731686077];[10, 324.00631536695596];[2, 330.8627173792767];[4, 337.8811312475891];[14, 349.7396214842653];[16, 358.2112750660873];[0, 365.59140966548205];[5, 386.3414936679701];[6, 439.49334373568524];[7, 445.01455125900077];[8, 452.3972549571484];[15, 459.36344215452647];[9, 466.72003788912593];[13, 493.60871762614016],493.60871762614016
1;3;12;11;4;2;10;0;16;14;5;6;8;15;7;9;13,[1, 0];[3, 305.18007202881154];[12, 311.3728444032052];[11, 318.05647239924434];[4, 323.5918650312006];[2, 330.610278899513];[10, 337.46668091183375];[0, 348.81975272863696];[16, 357.1998873280317];[14, 364.6715409098537];[5, 385.9783099936276];[6, 440.13016006134274];[8, 447.40021065092054];[15, 454.3663978482986];[7, 459.9575657835805];[9, 467.64700441982984];[13, 492.53568415684407],492.53568415684407
1;3;10;12;2;11;4;16;0;14;5;6;15;8;7;9;13,[1, 0];[3, 305.18007202881154];[10, 311.22027270215773];[12, 317.3270607522529];[2, 323.1578242709466];[11, 330.46724365273025];[4, 336.0026362846865];[16, 349.88681662117517];[0, 358.2669512205699];[14, 365.0304603978164];[5, 385.33722948159027];[6, 441.4890795493054];[15, 448.40789794633554];[8, 455.3740851437136];[7, 462.75678884186124];[9, 469.4462274781106];[13, 492.3349072151248],492.3349072151248
1;3;2;4;10;11;12;0;16;14;5;6;15;8;7;9;13,[1, 0];[3, 305.18007202881154];[2, 311.6658087409096];[4, 318.684222609222];[10, 323.86786076697445];[11, 329.5596749102745];[12, 336.24330290631366];[0, 349.0124538537154];[16, 357.39258845311014];[14, 364.86424203493215];[5, 386.171011118706];[6, 440.32286118642116];[15, 447.2416795834513];[8, 454.20786678082936];[7, 461.590570478977];[9, 468.28000911522633];[13, 492.16868885224056],492.16868885224056
1;3;12;2;4;11;10;16;14;0;5;6;15;8;7;9;13,[1, 0];[3, 305.18007202881154];[12, 311.3728444032052];[2, 317.2036079218989];[4, 324.2220217902113];[11, 329.7574144221675];[10, 335.4492285654676];[16, 349.18008621854983];[14, 357.65173980037184];[0, 364.4152489776183];[5, 386.16533298010637];[6, 440.3171830478215];[15, 447.23600144485164];[8, 454.2021886422297];[7, 461.58489234037734];[9, 468.2743309766267];[13, 492.1630107136409],492.1630107136409
2;16;10;1;3;12;11;4;14;0;7;8;6;15;9;5;13,[2, 0];[16, 215.21641964438558];[10, 221.9472772974678];[1, 228.1599999870164];[3, 323.3400720158279];[12, 329.53284439022156];[11, 336.2164723862607];[4, 341.75186501821696];[14, 351.61035525489314];[0, 358.3738644321396];[7, 437.07847574502455];[8, 444.46117944317217];[6, 451.73123003275];[15, 457.6500484297801];[9, 465.0066441643795];[5, 471.4000288585977];[13, 491.2596933863273],491.2596933863273
1;3;11;10;2;12;4;5;14;7;6;15;16;9;8;0;13,[1, 0];[3, 305.18007202881154];[11, 311.2158993208216];[10, 316.9077134641217];[2, 323.76411547644244];[12, 329.5948789951361];[4, 335.8798975763246];[5, 423.52915650948137];[14, 428.83592559325524];[7, 434.6234991570899];[6, 441.1447066804054];[15, 448.06352507743554];[16, 454.6855955040808];[9, 461.0236537955653];[8, 466.7594805864763];[0, 473.49437176356537];[13, 490.72214686513814],490.72214686513814
