4;3;1;5;8;9;7;0;6;2,4128.04615936649
0;1;9;7;6;3;8;5;2;4,3934.51604147165
7;6;5;1;2;0;3;9;8;4,3256.517832909978
4;6;8;2;9;5;3;1;0;7,2747.9760796812407
5;3;6;4;9;0;1;2;8;7,2355.193481394211
8;1;9;3;0;5;7;4;6;2,2271.537720867047
0;6;7;4;5;3;9;8;2;1,2243.908528064421
7;4;6;3;5;1;0;9;8;2,1931.995527373544
3;0;9;5;7;4;6;1;8;2,1888.1931621309684
6;4;3;5;7;9;0;1;8;2,1816.1395256232909
3;4;6;7;5;9;0;1;8;2,1698.5651680315777
7;4;6;9;5;3;0;1;8;2,1639.4717891842906
