2;18;13;11;0;16;14;10;6;7;5;8;9;3;1;15;12;4;17,[2, 0];[18, 244.21641964438558];[13, 253.00399320822024];[11, 260.1107812583154];[0, 1773.4638530751185];[16, 8978.718513380469];[14, 16184.188083781803];[10, 23390.076763518817];[6, 30596.470148213033];[7, 37801.621998280745];[5, 45007.32660959363];[8, 52212.581269898976];[9, 59419.96397359712];[3, 66626.64026698374];[1, 73831.82033901256];[15, 81037.25400988574];[12, 88243.03024821277];[4, 95486.48223593408];[17, 102692.26916878481],102692.26916878481
1;0;13;11;12;8;6;7;14;16;5;2;18;9;10;3;15;4;17,[1, 0];[0, 273.0261121558875];[13, 288.79526310328924];[11, 301.90205115338443];[12, 348.5938652966845];[8, 1807.8751467976176];[6, 9013.390794615023];[7, 16218.542644682737];[14, 23424.548185695527];[16, 30630.017756096862];[5, 37835.37082791366];[2, 45042.38924178197];[18, 52247.60566142636];[9, 59453.00345353982];[10, 66658.73928033073];[3, 73864.68583441178];[15, 81069.94553798504];[4, 88313.56903255483];[17, 95519.35596540557],95519.35596540557
17;8;11;12;5;2;18;1;0;15;7;9;6;16;3;10;14;13;4,[17, 0];[8, 288.46114981505997];[11, 300.8811463501028];[12, 346.5729604934029];[5, 405.10835312535914];[2, 433.1267669936716];[18, 475.3431866380572];[1, 484.56278234687557];[0, 493.5888945027631];[15, 504.35240368000956];[7, 535.7746246978984];[9, 547.0446752874763];[6, 556.1696608706021];[16, 565.9833349739794];[3, 613.0549947053826];[10, 621.0015487864304];[14, 632.8902285234446];[13, 7838.452919598847];[4, 15083.316183509305],15083.316183509305
2;18;11;13;17;5;1;0;15;6;16;9;10;7;8;3;14;12;4,[2, 0];[18, 244.21641964438558];[11, 251.9472772974678];[13, 262.054065347563];[17, 312.63862908692136];[5, 496.35434771658845];[1, 503.612563211521];[0, 510.6386753674085];[15, 518.4021845446549];[6, 530.7089536284287];[16, 547.522627731806];[9, 556.4888149291841];[10, 586.2246417200951];[7, 593.7612563659534];[8, 599.2824638892689];[3, 617.3193341356886];[14, 630.1521767321328];[12, 7836.273324972815];[4, 15079.725312694114],15079.725312694114
4;1;11;12;13;17;5;18;15;0;6;7;9;8;16;10;14;2;3,[4, 0];[1, 104.65176549845404];[11, 125.86448818800264];[12, 245.5563023313027];[13, 255.23993032734182];[17, 307.8244940667002];[5, 509.54021269636735];[18, 517.4243930328561];[15, 524.8960466146781];[0, 530.6595557919245];[6, 540.4096397944126];[7, 552.5614898621277];[9, 561.8315404517056];[8, 573.2142441498531];[16, 580.805412085135];[10, 596.1620078197344];[14, 620.0506875567487];[2, 7826.3262507220925];[3, 15032.81198743419],15032.81198743419
2;13;11;17;12;5;0;1;15;18;6;9;16;8;7;3;10;14;4,[2, 0];[13, 245.8307635186937];[11, 252.93755156878888];[17, 305.8034310196348];[12, 395.98387512307704];[5, 410.5192677550333];[0, 478.0404752783488];[1, 487.06658743423634];[15, 499.50025830742214];[18, 507.97191188924415];[6, 525.7006450486723];[9, 539.8256306317982];[16, 554.7918178291762];[8, 565.3829857644581];[7, 572.9041932877736];[3, 610.5774261757837];[10, 618.5239802568315];[14, 631.4126599938458];[4, 7875.808815000321],7875.808815000321
1;14;11;13;17;12;2;5;18;0;15;6;7;8;9;16;10;3;4,[1, 0];[14, 245.9545138718792];[11, 252.5353527868085];[13, 263.64214083690365];[17, 314.226704576262];[12, 416.4071486797043];[2, 437.7165680614879];[5, 445.73498192980037];[18, 476.61916226628904];[0, 487.9992968656838];[15, 500.76280604293026];[6, 521.0695751267041];[7, 541.2214251944192];[8, 556.7426327177348];[9, 565.1253364158823];[16, 574.0915236132604];[10, 592.4481193478598];[3, 614.3946734289077];[4, 7858.0701620413165],7858.0701620413165
4;1;12;11;13;17;5;15;0;18;6;7;9;10;8;16;3;14;2,[4, 0];[1, 104.65176549845404];[12, 245.8575162335791];[11, 252.54933037687917];[13, 263.65611842697433];[17, 314.2406821663327];[5, 491.9564007959998];[15, 503.814891032676];[0, 510.57840020992245];[18, 517.9585348093173];[6, 531.6872679687453];[7, 546.8391180364605];[9, 556.1091686260384];[10, 585.8449954169494];[8, 593.5344340531987];[16, 599.1256019884805];[3, 617.1972617198837];[14, 630.030104316328];[2, 7836.305667481672],7836.305667481672
4;1;11;12;13;17;5;0;18;15;6;16;8;9;7;10;3;14;2,[4, 0];[1, 104.65176549845404];[11, 125.86448818800264];[12, 245.5563023313027];[13, 255.23993032734182];[17, 307.8244940667002];[5, 509.54021269636735];[0, 516.0614202196829];[18, 523.4415548190776];[15, 530.9132084008996];[6, 540.2199774846734];[16, 554.0336515880507];[8, 564.6248195233326];[9, 573.0075232214801];[7, 582.277573811058];[10, 596.8141884569163];[3, 615.7607425379642];[14, 629.5935851344085];[2, 7835.869148299752],7835.869148299752
4;1;13;11;12;17;5;0;18;16;15;9;6;7;8;10;3;14;2,[4, 0];[1, 104.65176549845404];[13, 245.8975493214147];[11, 253.00433737150988];[12, 266.69615151480997];[17, 314.8765956182522];[5, 490.5923142479194];[0, 498.1135217712349];[18, 507.49365637062965];[16, 541.1157267972749];[15, 547.0288022772176];[9, 555.8982394323673];[6, 564.0232250154932];[7, 572.1750750832083];[8, 579.6962826065238];[10, 595.3857212427731];[3, 615.332275323821];[14, 629.1651179202653];[2, 7835.440681085609],7835.440681085609
4;1;13;11;12;17;5;0;18;15;9;6;8;16;7;10;3;14;2,[4, 0];[1, 104.65176549845404];[13, 245.8975493214147];[11, 253.00433737150988];[12, 266.69615151480997];[17, 314.8765956182522];[5, 490.5923142479194];[0, 498.1135217712349];[18, 507.49365637062965];[15, 516.9653099524517];[9, 533.8347471076014];[6, 543.9597326907273];[8, 558.4753805081322];[16, 567.066548443414];[7, 574.9853668404442];[10, 592.5219814863025];[3, 614.4685355673503];[14, 628.3013781637945];[2, 7834.576941329138],7834.576941329138
4;1;11;13;17;12;5;2;18;15;0;7;6;8;16;9;10;14;3,[4, 0];[1, 104.65176549845404];[11, 125.86448818800264];[13, 245.97127623809783];[17, 301.5558399774562];[12, 386.73628408089843];[5, 405.2716767128547];[2, 433.2900905811671];[18, 475.5065102255527];[15, 493.9781638073747];[0, 501.7416729846212];[7, 536.6244953764988];[6, 544.7763454442139];[8, 558.2919932616188];[16, 566.8831611969007];[9, 574.8493483942788];[10, 591.5851751851898];[14, 618.473854922204];[3, 7824.306697518648],7824.306697518648
