[17, 0];[4, 65.02684166591297];[2, 105.89067238386717];[6, 246.80249127078008];[13, 253.1930287806222];[18, 300.9806023444569];[1, 307.20019805327524];[5, 317.4584135482078];[11, 322.6420517059602];[16, 360.81393431176184];[8, 412.4051022470437];[0, 418.10971355992865];[14, 445.3374886615014];[3, 463.1703312579457];[15, 468.4300348312084];[10, 474.563646693828];[9, 480.299473484739];[12, 546.830779270689];[7, 552.2227319169631],
[17, 0];[4, 65.02684166591297];[15, 197.78200953464741];[10, 248.91562139726705];[9, 327.65144818817805];[2, 332.88329942366215];[13, 339.71406294235584];[11, 345.820850992451];[5, 351.0044891502035];[6, 356.65374808336026];[3, 436.2200134574333];[1, 441.40008548624485];[14, 457.35459935812406];[0, 462.58237445969684];[16, 467.83703476504616];[12, 531.6966992927757];[8, 536.9779807937088];[18, 543.9811646480777];[7, 550.8542600080699],
[4, 0];[17, 5.026841665912969];[18, 237.31482107259146];[2, 242.53124071697704];[9, 318.7630919524612];[13, 324.81855916208104];[11, 330.92534721217623];[0, 336.27841902897944];[12, 343.2127906362923];[5, 348.74818326824857];[16, 362.1012550850518];[8, 412.69242302033365];[1, 418.90870556887876];[3, 453.0887775976903];[15, 458.348481170953];[6, 463.65525025472687];[10, 471.04863494894505];[14, 478.9373146859593];[7, 491.94285569875024],
[17, 0];[4, 65.02684166591297];[3, 318.3665534362452];[15, 335.6262570095079];[6, 343.9330260932818];[5, 349.58228502643857];[11, 354.765923184191];[12, 364.4577373274911];[2, 371.76715670927473];[9, 389.9990079447589];[18, 395.396800058223];[13, 415.18437362205765];[0, 420.9535245694594];[8, 437.6581358823443];[1, 443.8744184308894];[16, 450.10898843157923];[14, 462.5785588329144];[10, 469.4672385699286];[7, 485.00385321578693],
