[4, 0];[17, 5.026841665912969];[1, 84.28396345691596];[2, 95.71530641593529];[0, 190.21864125918154];[11, 195.57171307598472];[14, 245.15255199091405];[12, 251.27370023159693];[13, 257.9573282276361];[16, 296.9165862709001];[5, 309.2696580877033];[18, 320.153838424192];[6, 335.88257158362006];[15, 347.18934066739394];[9, 380.0587778225437];[10, 421.7946046134547];[8, 439.48404324970403];[3, 460.5209134961237];[7, 478.1941463841338],
[1, 0];[17, 20.25712179100299];[2, 86.93457835825669];[11, 126.79098037057744];[4, 149.13496918626103];[15, 226.89013705499548];[13, 246.1388672949903];[12, 252.8224952910294];[14, 266.94364353171227];[0, 301.17141863328504];[5, 312.69262615660057];[18, 323.57680649308924];[6, 337.3055396525173];[16, 360.1192137558945];[8, 411.7103816911764];[9, 422.09308538932396];[10, 436.82891218023497];[3, 458.7754662612828];[7, 476.4486991492929],
[1, 0];[17, 20.25712179100299];[4, 78.28396345691596];[11, 141.62795227259954];[2, 148.4843542849203];[18, 226.7007739293059];[14, 247.85504671481002];[13, 253.41773779021256];[12, 260.1013657862517];[10, 302.9150843790259];[0, 313.02056955868704];[5, 321.54177708200257];[15, 338.40026731867874];[6, 345.7070364024526];[16, 361.5207105058298];[9, 385.4868977032079];[8, 420.86960140135545];[3, 453.9064716477751];[7, 473.5797045357852],
[17, 0];[2, 68.6774565672537];[4, 112.5412872852079];[1, 132.00790643303722];[11, 138.22062912258582];[14, 244.80146803751512];[13, 250.36415911291766];[12, 257.0477871089568];[3, 318.0836144009669];[0, 324.959964941183];[5, 332.4811724644985];[18, 340.3653528009872];[15, 351.8370063828092];[6, 357.14377546658307];[16, 366.95744956996026];[9, 388.92363676733834];[10, 423.65946355824934];[8, 440.3489021944987];[7, 464.8701097178142],
[17, 0];[1, 79.25712179100299];[2, 92.68846475002232];[4, 126.55229546797652];[15, 212.30746333671095];[11, 218.15633102120862];[13, 245.2631190713038];[12, 251.94674706734293];[14, 266.0678953080258];[3, 322.90073790447013];[0, 329.7770884446862];[18, 337.157223044081];[5, 345.04140338056965];[6, 351.6906623137264];[16, 364.5043364171036];[9, 387.4705236144817];[8, 421.8532273126293];[10, 437.54266594887866];[7, 464.079280594737],
[2, 0];[17, 29.6774565672537];[1, 91.93457835825669];[4, 116.401197506086];[11, 141.74518632176958];[10, 246.1925990713796];[13, 251.8683958514534];[12, 258.55202384749253];[14, 274.6731720881754];[5, 295.41950010941764];[0, 306.94070763273317];[3, 363.81705817294926];[15, 370.07676174621196];[6, 375.38353082998583];[18, 382.1122639894139];[16, 388.7343344160592];[9, 402.7005216134373];[8, 429.0832253115849];[7, 458.6044328349004],
[4, 0];[17, 5.026841665912969];[2, 73.70429823316667];[1, 84.135641192186];[11, 125.3483638817346];[18, 219.0792215348168];[10, 253.4172798263013];[12, 260.23099841907555];[13, 266.9146264151147];[14, 286.47731749051724];[3, 338.31016008696156];[0, 344.18651062717765];[5, 349.7077181504932];[6, 355.35697708364995];[16, 366.17065118702715];[15, 373.0837266669698];[8, 415.8713002308045];[9, 425.2540039289521];[7, 458.5240545185299],
[2, 0];[17, 29.6774565672537];[4, 80.70429823316667];[11, 142.04828704885023];[1, 148.26100973839883];[8, 260.4772922869439];[12, 265.7585737878769];[13, 272.44220178391606];[14, 295.0048928593186];[3, 344.83773545576287];[15, 354.09743902902557];[6, 359.40420811279944];[5, 365.0534670459562];[16, 372.4065388627594];[0, 377.66119916810874];[18, 384.0413337675035];[9, 397.4391258809676];[10, 425.1749526718786];[7, 457.7115673177369],
[4, 0];[17, 5.026841665912969];[2, 73.70429823316667];[1, 84.135641192186];[0, 186.16175334807355];[11, 191.51482516487673];[10, 247.96223791448674];[13, 253.63803469456056];[12, 260.3216626905997];[14, 277.44281093128257];[3, 331.27565352772683];[5, 338.3554185611851];[6, 346.0046774943419];[18, 352.73341065376997];[15, 361.205064235592];[16, 370.11813971553465];[9, 390.08432691291273];[8, 423.4670306110603];[7, 455.9882381343758],
[1, 0];[17, 20.25712179100299];[2, 86.93457835825669];[4, 122.79840907621089];[11, 145.14239789189446];[10, 245.58981064150447];[13, 251.2656074215783];[12, 257.94923541761744];[14, 274.07038365830033];[3, 327.9032262547446];[0, 333.7795767949607];[18, 341.15971139435544];[5, 349.0438917308441];[6, 354.6931506640009];[15, 361.99991974777475];[16, 370.91299522771743];[9, 390.8791824250955];[8, 423.26188612324313];[7, 455.78309364655865],
[4, 0];[17, 5.026841665912969];[2, 73.70429823316667];[1, 84.135641192186];[11, 125.3483638817346];[10, 245.7957766313446];[12, 252.60949522411886];[13, 259.293123220158];[14, 274.85581429556055];[3, 329.6886568920048];[6, 339.25492226607787];[0, 345.0050062685659];[5, 350.52621379188145];[18, 357.4103941283701];[15, 365.8820477101921];[16, 373.7951231901348];[9, 392.7613103875129];[8, 424.1440140856605];[7, 455.665221608976],
[4, 0];[17, 5.026841665912969];[2, 73.70429823316667];[1, 84.135641192186];[5, 193.39385668711856];[11, 198.577494844871];[10, 249.02490759448102];[13, 254.70070437455485];[12, 261.384332370594];[14, 278.5054806112769];[3, 331.33832320772115];[0, 337.21467374793724];[18, 343.594808347332];[6, 351.3235415067601];[15, 359.6303105905339];[16, 369.5433860704766];[9, 390.50957326785465];[8, 422.8922769660022];[7, 455.41348448931774],
