[4, 0];[17, 5.026841665912969];[1, 25.28396345691596];[2, 31.7153064159353];[5, 126.73372028424772];[11, 131.91735844200016];[3, 305.9575591153464];[15, 311.2172626886091];[0, 316.98077186585556];[6, 322.7308558683436];[14, 328.5905203960732];[10, 334.47920013308743];[9, 340.21502692399844];[18, 345.61281903746254];[13, 351.4003926012972];[16, 357.3596506445612];[8, 362.9508185798431];[12, 368.2321000807761];[7, 373.6240527270501],
[17, 0];[4, 5.026841665912969];[1, 24.49346081374229];[2, 30.924803772761628];[14, 246.20036693810516];[13, 251.7630580135077];[6, 258.1535955233498];[10, 264.546980217568];[16, 270.90357595216744];[5, 276.25664776897065];[15, 282.1151380056468];[11, 287.96400569014446];[12, 293.6558198334445];[0, 299.5901914407574];[3, 305.4665419809735];[8, 311.50341222739314];[18, 318.50659608176204];[9, 323.90438819522615];[7, 331.17443878480395],
[17, 0];[4, 5.026841665912969];[2, 33.89067238386718];[1, 40.322015342886516];[11, 125.53473803243511];[5, 130.71837619018757];[10, 246.30759615355777];[18, 251.64565444504225];[15, 258.1173080268643];[6, 263.42407711063817];[12, 268.8936475119733];[8, 274.1749290129063];[0, 279.87954032579125];[16, 285.1342006311406];[14, 290.6037710324757];[13, 296.16646210787826];[9, 302.2219293174981];[3, 308.8982227041166];[7, 314.5714555921267],
[17, 0];[4, 5.026841665912969];[2, 33.89067238386718];[1, 40.322015342886516];[15, 184.75568621607232];[0, 190.5191953933188];[5, 196.04040291663435];[11, 201.2240410743868];[18, 215.95489872746901];[6, 246.6836318868971];[12, 252.15320228823222];[8, 257.43448378916526];[9, 264.8171874873129];[13, 270.8726546969327];[14, 276.43534577233527];[16, 281.9049161736704];[10, 288.2615119082699];[3, 305.20806598931773];[7, 310.8812988773278],
[1, 0];[17, 20.25712179100299];[4, 25.28396345691596];[2, 54.147794174870164];[5, 126.16620804318259];[11, 131.34984620093505];[15, 185.1987138854327];[0, 190.9622230626792];[18, 216.34235766207394];[12, 246.48355803982653];[8, 251.76483954075954];[13, 258.2364931225816];[16, 264.1957511658456];[14, 269.66532156718074];[9, 276.1724382704196];[10, 281.9082650613306];[6, 288.3016497555488];[3, 304.8679151296218];[7, 310.5411480176319],
[4, 0];[17, 5.026841665912969];[1, 25.28396345691596];[2, 31.7153064159353];[0, 186.21864125918154];[15, 191.98215043642801];[11, 197.83101812092568];[5, 203.01465627867813];[18, 215.89883661516683];[16, 246.5209070418121];[14, 251.99047744314723];[8, 257.90355292308993];[12, 263.18483442402294];[13, 269.8684624200621];[9, 275.92392962968194];[10, 281.65975642059294];[6, 288.0531411148111];[3, 304.6194064888841];[7, 310.2926393768942],
[17, 0];[4, 5.026841665912969];[1, 24.49346081374229];[2, 30.924803772761628];[11, 126.78120578508239];[5, 131.96484394283485];[15, 185.823334179511];[0, 191.58684335675747];[8, 245.29145466964243];[12, 250.57273617057544];[10, 257.38645476334966];[14, 263.2751345003639];[18, 269.42940728586797];[13, 275.2169808497026];[9, 281.27244805932247];[16, 288.23863525670055];[6, 294.05230936007774];[3, 304.6185747341508];[7, 310.2918076221609],
[4, 0];[17, 5.026841665912969];[2, 34.70429823316667];[1, 41.13564119218601];[5, 125.39385668711856];[11, 130.577494844871];[0, 184.9305666616742];[15, 190.69407583892067];[18, 216.1657294207427];[8, 246.1689132751116];[16, 251.76008121039348];[14, 257.2296516117286];[12, 263.3507998524115];[10, 270.16451844518576];[13, 275.8403152252596];[9, 281.89578243487944];[6, 289.02076801800524];[3, 304.5870333920783];[7, 310.2602662800884],
[4, 0];[17, 5.026841665912969];[1, 25.28396345691596];[2, 31.7153064159353];[18, 214.93172606032087];[0, 221.31186065971562];[5, 226.83306818303117];[11, 232.01670634078363];[16, 244.18858894658527];[14, 249.6581593479204];[6, 255.51782387564995];[12, 260.98739427698507];[8, 266.2686757779181];[13, 272.7403293597401];[10, 278.4161261398139];[9, 284.1519529307249];[15, 291.02139008587466];[3, 304.28109365913735];[7, 309.95432654714745],
